name,id,instance_name,source_name,guild_note,prio_note,officer_note,tier,tier_label,created_at,updated_at
Rapture,45234,"Ulduar N25",Assembly,,,,,,,
"Razorscale Shoulderguards",45140,"Ulduar N25",Razorscale,,,,,,,
"Reforged Hammer of Ancient Kings",45897,"Ulduar N25",Yogg-Saron,,,,,,,
"Relic Hunter's Cord",45547,"Ulduar N25",Trash,,,,,,,
Remorse,45142,"Ulduar N25",Razorscale,,,,,,,
"Reply-Code Alpha",46053,"Ulduar N25",Algalon,,,,,,,
"Ring of the Faithful Servant",45438,"Ulduar N25",Auriaya,,,,,,,
"Ring of the Vacant Eye",45515,"Ulduar N25",Vezax,,,,,,,
"Rising Sun",45086,"Ulduar N25",Leviathan,,,,,,,
"Robes of the Umbral Brute",45272,"Ulduar N25",Kologarn,,,,,,,
"Runed Ironhide Boots",45232,"Ulduar N25",Assembly,,,,,,,
"Runed Orb",45087,"Ulduar N25",Tokens,,,,,,,
"Runescribed Blade",45437,"Ulduar N25",Auriaya,,,,,,,
"Runeshaper's Gloves",45239,"Ulduar N25",Assembly,,,,,,,
"Sabatons of Lifeless Night",45599,"Ulduar N25",Algalon,,,,,,,
"Sandals of Rash Temperament",45258,"Ulduar N25",XT-002,,,,,,,
"Sandals of the Ancient Keeper",45441,"Ulduar N25",Auriaya,,,,,,,
"Sanity's Bond",45530,"Ulduar N25",Yogg-Saron,,,,,,,
"Sapphire Amulet of Renewal",45243,"Ulduar N25",Assembly,,,,,,,
"Saronite Mesh Legguards",45143,"Ulduar N25",Razorscale,,,,,,,
"Saronite Plated Legguards",45267,"Ulduar N25",Kologarn,,,,,,,
"Scale of Fates",45466,"Ulduar N25",Thorim,,,,,,,
"Scepter of Creation",45170,"Ulduar N25",Ignis,,,,,,,
"Scepter of Lost Souls",45511,"Ulduar N25",Vezax,,,,,,,
"Seal of the Betrayed King",45534,"Ulduar N25",Yogg-Saron,,,,,,,
"Shackles of the Odalisque",45146,"Ulduar N25",Razorscale,,,,,,,
"Shawl of Haunted Memories",45529,"Ulduar N25",Yogg-Saron,,,,,,,
"Shoulderpads of Dormant Energies",45136,"Ulduar N25",Leviathan,,,,,,,
"Shoulderpads of the Intruder",45245,"Ulduar N25",Assembly,,,,,,,
"Shoulderpads of the Monolith",45265,"Ulduar N25",Kologarn,,,,,,,
"Shoulderplates of the Deconstructor",45251,"Ulduar N25",XT-002,,,,,,,
"Shoulderplates of the Eternal",45320,"Ulduar N25",Auriaya,,,,,,,
"Shoulders of Misfortune",45543,"Ulduar N25",Trash,,,,,,,
"Show of Faith",45535,"Ulduar N25",Yogg-Saron,,,,,,,
"Shroud of Alteration",45541,"Ulduar N25",Trash,,,,,,,
"Sif's Promise",45469,"Ulduar N25",Thorim,,,,,,,
"Sigil of Deflection",45144,"Ulduar N25",Razorscale,,,,,,,
"Sigil of the Vengeful Heart",45254,"Ulduar N25",XT-002,,,,,,,
"Signet of the Earthshaker",45247,"Ulduar N25",XT-002,,,,,,,
"Siren's Cry",45327,"Ulduar N25",Auriaya,,,,,,,
"Skyforge Crossbow",45570,"Ulduar N25",Algalon,,,,,,,
"Skyforge Crossbow",45570,"Ulduar N25",Thorim,,,,,,,
"Solar Bindings",45611,"Ulduar N25",Algalon,,,,,,,
"Soot-Covered Mantle",45186,"Ulduar N25",Ignis,,,,,,,
"Sorthalis, Hammer of the Watchers",45442,"Ulduar N25",XT-002,,,,,,,
Soulscribe,45527,"Ulduar N25",Yogg-Saron,,,,,,,
"Staff of Endless Winter",45457,"Ulduar N25",Hodir,,,,,,,
"Star-beaded Clutch",45616,"Ulduar N25",Algalon,,,,,,,
"Starshard Edge",45620,"Ulduar N25",Algalon,,,,,,,
"Starshard Edge",45620,"Ulduar N25",Mimiron,,,,,,,
"Starwatcher's Binding",45619,"Ulduar N25",Algalon,,,,,,,
"Steamcaller's Totem",45114,"Ulduar N25",Leviathan,,,,,,,
"Steamworker's Goggles",45118,"Ulduar N25",Leviathan,,,,,,,
"Steelbreaker's Embrace",45225,"Ulduar N25",Assembly,,,,,,,
Stonerender,45315,"Ulduar N25",Auriaya,,,,,,,
"Stormrune Edge",45233,"Ulduar N25",Assembly,,,,,,,
"Strength of the Automaton",45106,"Ulduar N25",Leviathan,,,,,,,
"The General's Heart",45507,"Ulduar N25",Vezax,,,,,,,
"The Leviathan's Coil",45112,"Ulduar N25",Leviathan,,,,,,,
"The Lifebinder",45479,"Ulduar N25",Freya,,,,,,,
"Thunderfall Totem",45255,"Ulduar N25",XT-002,,,,,,,
Titanguard,45110,"Ulduar N25",Leviathan,,,,,,,
"Titanskin Cloak",45496,"Ulduar N25",Mimiron,,,,,,,
"Titanstone Pendant",45538,"Ulduar N25",Trash,,,,,,,
"Totem of the Dancing Flame",45169,"Ulduar N25",Ignis,,,,,,,
"Treads of the False Oracle",45537,"Ulduar N25",Yogg-Saron,,,,,,,
"Twisted Visage",45256,"Ulduar N25",XT-002,,,,,,,
"Unblinking Eye",45236,"Ulduar N25",Assembly,,,,,,,
"Unbreakable Chestguard",45334,"Ulduar N25",Auriaya,,,,,,,
"Unfaltering Armguards",45269,"Ulduar N25",Kologarn,,,,,,,
"Unwavering Stare",45439,"Ulduar N25",Auriaya,,,,,,,
"Veranus' Bane",45137,"Ulduar N25",Razorscale,,,,,,,
"Vestments of the Blind Denizen",45519,"Ulduar N25",Vezax,,,,,,,
"Voldrethar, Dark Blade of Oblivion",45516,"Ulduar N25",Vezax,,,,,,,
"Vulmir, the Northern Tempest",45463,"Ulduar N25",Thorim,,,,,,,
"Waistguard of the Creator",45491,"Ulduar N25",Mimiron,,,,,,,
"Warhelm of the Champion",45472,"Ulduar N25",Thorim,,,,,,,
"Winter's Icy Embrace",45453,"Ulduar N25",Hodir,,,,,,,
"Wisdom's Hold",45470,"Ulduar N25",Thorim,,,,,,,
Worldcarver,45165,"Ulduar N25",Ignis,,,,,,,
Wrathstone,45263,"Ulduar N25",Kologarn,,,,,,,
"Wristguards of the Firetender",45187,"Ulduar N25",Ignis,,,,,,,
Abaddon,46016,"Ulduar N10",Yogg-Saron,,,,,,,
"Abyss Crystal",34057,"Ulduar N10",Thorim,,,,,,,
"Adamant Handguards",46340,"Ulduar N10",Trash,,,,,,,
"Aesir's Edge",45868,"Ulduar N10",XT-002,,,,,,,
"Aesuga, Hand of the Ardent Champion",46035,"Ulduar N10",Vezax,,,,,,,
"Amice of Inconceivable Horror",46068,"Ulduar N10",Yogg-Saron,,,,,,,
"Archaedas' Lost Legplates",45708,"Ulduar N10",Auriaya,,,,,,,
"Archivum Data Disc",45506,"Ulduar N10",Assembly,,,,,,,
"Armbands of the Construct",45680,"Ulduar N10",XT-002,,,,,,,
"Armbraces of the Vibrant Flame",45316,"Ulduar N10",Ignis,,,,,,,
Avalanche,45872,"Ulduar N10",Hodir,,,,,,,
"Band of Draconic Guile",45303,"Ulduar N10",Razorscale,,,,,,,
"Band of Lights",46048,"Ulduar N10",Algalon,,,,,,,
"Belt of the Blood Pit",45895,"Ulduar N10",Thorim,,,,,,,
"Belt of the Crystal Tree",45455,"Ulduar N10",Assembly,,,,,,,
"Belt of the Iron Servant",45333,"Ulduar N10",Assembly,,,,,,,
"Binding of the Dragon Matriarch",45306,"Ulduar N10",Razorscale,,,,,,,
"Bindings of the Depths",46009,"Ulduar N10",Vezax,,,,,,,
"Bitter Cold Armguards",45888,"Ulduar N10",Hodir,,,,,,,
"Bloodcrush Cudgel",46351,"Ulduar N10",Trash,,,,,,,
"Boots of the Petrified Forest",45378,"Ulduar N10",Assembly,,,,,,,
"Boots of Unsettled Prey",46346,"Ulduar N10",Trash,,,,,,,
"Bracers of Righteous Reformation",46345,"Ulduar N10",Trash,,,,,,,
"Bracers of the Smothering Inferno",45301,"Ulduar N10",Razorscale,,,,,,,
"Breastplate of the Afterlife",45305,"Ulduar N10",Razorscale,,,,,,,
"Breastplate of the Stoneshaper",45867,"Ulduar N10",XT-002,,,,,,,
"Breastplate of the Timeless",46039,"Ulduar N10",Algalon,,,,,,,
"Cable of the Metrognome",45975,"Ulduar N10",Mimiron,,,,,,,
"Caress of Insanity",46097,"Ulduar N10",Yogg-Saron,,,,,,,
"Chestguard of the Lasher",45941,"Ulduar N10",Freya,,,,,,,
"Chestguard of the Wayward Conqueror",45635,"Ulduar N10",Yogg-Saron,,,,,,,
"Chestguard of the Wayward Protector",45636,"Ulduar N10",Yogg-Saron,,,,,,,
"Chestguard of the Wayward Vanquisher",45637,"Ulduar N10",Yogg-Saron,,,,,,,
"Chestplate of Titanic Fury",45712,"Ulduar N10",Auriaya,,,,,,,
"Chestplate of Vicious Potency",45676,"Ulduar N10",XT-002,,,,,,,
"Choker of the Abyss",46008,"Ulduar N10",Vezax,,,,,,,
"Circlet of True Sight",45329,"Ulduar N10",Assembly,,,,,,,
"Cloak of the Dormant Blaze",46347,"Ulduar N10",Trash,,,,,,,
"Cloak of the Iron Council",45322,"Ulduar N10",Assembly,,,,,,,
"Combatant's Bootblade",45930,"Ulduar N10",Thorim,,,,,,,
"Combustion Bracers",45291,"Ulduar N10",Leviathan,,,,,,,
"Conductive Cord",45694,"Ulduar N10",XT-002,,,,,,,
"Cover of the Keepers",45864,"Ulduar N10",Auriaya,,,,,,,
"Cowl of Icy Breaths",45464,"Ulduar N10",Hodir,,,,,,,
"Dark Matter",46038,"Ulduar N10",Algalon,,,,,,,
"Darkstone Ring",46010,"Ulduar N10",Vezax,,,,,,,
Deliverance,46018,"Ulduar N10",Yogg-Saron,,,,,,,
Devotion,46025,"Ulduar N10",Yogg-Saron,,,,,,,
"Dragonsteel Faceplate",45299,"Ulduar N10",Razorscale,,,,,,,
"Drape of Fuming Anger",45318,"Ulduar N10",Ignis,,,,,,,
"Drape of the Faceless General",46032,"Ulduar N10",Vezax,,,,,,,
"Drape of the Messenger",46042,"Ulduar N10",Algalon,,,,,,,
"Drape of the Spellweaver",46341,"Ulduar N10",Trash,,,,,,,
"Elemental Focus Stone",45866,"Ulduar N10",Auriaya,,,,,,,
"Emerald Signet Ring",45702,"Ulduar N10",Kologarn,,,,,,,
"Energy Siphon",45292,"Ulduar N10",Leviathan,,,,,,,
"Eye of the Broodmother",45308,"Ulduar N10",Razorscale,,,,,,,
"Faceguard of the Eyeless Horror",46028,"Ulduar N10",Yogg-Saron,,,,,,,
"Fervor of the Protectorate",46343,"Ulduar N10",Trash,,,,,,,
"Fire Orchid Signet",45946,"Ulduar N10",Freya,,,,,,,
Firesoul,45287,"Ulduar N10",Leviathan,,,,,,,
"Firestrider Chestguard",45288,"Ulduar N10",Leviathan,,,,,,,
"Flamewatch Armguards",45283,"Ulduar N10",Leviathan,,,,,,,
"Fluxing Energy Coils",45869,"Ulduar N10",XT-002,,,,,,,
"Frost-bound Chain Bracers",45454,"Ulduar N10",Hodir,,,,,,,
"Furnace Stone",45313,"Ulduar N10",Ignis,,,,,,,
"Fused Alloy Legplates",45982,"Ulduar N10",Mimiron,,,,,,,
"Fusion Blade",45990,"Ulduar N10",Mimiron,,,,,,,
"Gauntlets of the Iron Furnace",45310,"Ulduar N10",Ignis,,,,,,,
"Gauntlets of the Thunder God",45928,"Ulduar N10",Thorim,,,,,,,
"Gauntlets of the Wretched",45997,"Ulduar N10",Vezax,,,,,,,
"Gilded Steel Legplates",45295,"Ulduar N10",Leviathan,,,,,,,
"Gloves of Smoldering Touch",45312,"Ulduar N10",Ignis,,,,,,,
"Gloves of Taut Grip",45679,"Ulduar N10",XT-002,,,,,,,
"Gloves of the Endless Dark",46043,"Ulduar N10",Algalon,,,,,,,
"Gloves of the Wayward Conqueror",45644,"Ulduar N10",Freya,,,,,,,
"Gloves of the Wayward Protector",45645,"Ulduar N10",Freya,,,,,,,
"Gloves of the Wayward Vanquisher",45646,"Ulduar N10",Freya,,,,,,,
"Gloves of Whispering Winds",45943,"Ulduar N10",Freya,,,,,,,
"Golemheart Longbow",46342,"Ulduar N10",Trash,,,,,,,
"Greaves of Iron Intensity",45330,"Ulduar N10",Assembly,,,,,,,
"Greaves of the Earthbinder",45701,"Ulduar N10",Kologarn,,,,,,,
"Greaves of the Iron Army",45988,"Ulduar N10",Mimiron,,,,,,,
"Guise of the Midgard Serpent",45893,"Ulduar N10",Thorim,,,,,,,
"Hammer of Crushing Whispers",46067,"Ulduar N10",Yogg-Saron,,,,,,,
"Handguards of Potent Cures",45293,"Ulduar N10",Leviathan,,,,,,,
"Handwraps of Resonance",45927,"Ulduar N10",Thorim,,,,,,,
"Helm of the Wayward Conqueror",45647,"Ulduar N10",Mimiron,,,,,,,
"Helm of the Wayward Protector",45648,"Ulduar N10",Mimiron,,,,,,,
"Helm of the Wayward Vanquisher",45649,"Ulduar N10",Mimiron,,,,,,,
"Helm of Veiled Energies",45687,"Ulduar N10",XT-002,,,,,,,
Hoperender,45996,"Ulduar N10",Vezax,,,,,,,
"Ice Layered Barrier",45887,"Ulduar N10",Hodir,,,,,,,
"Icecore Staff",45886,"Ulduar N10",Hodir,,,,,,,
"Iceshear Mantle",46344,"Ulduar N10",Trash,,,,,,,
"Igniter Rod",45314,"Ulduar N10",Ignis,,,,,,,
"Ironaya's Discarded Mantle",45711,"Ulduar N10",Auriaya,,,,,,,
"Ironbark Faceguard",45935,"Ulduar N10",Freya,,,,,,,
"Ironscale Leggings",45307,"Ulduar N10",Razorscale,,,,,,,
Ironsoul,45282,"Ulduar N10",Leviathan,,,,,,,
"Kinetic Ripper",45284,"Ulduar N10",Leviathan,,,,,,,
Kingsbane,46024,"Ulduar N10",Yogg-Saron,,,,,,,
"Lady Maye's Sapphire Ring",45418,"Ulduar N10",Assembly,,,,,,,
"Legacy of Thunder",45892,"Ulduar N10",Thorim,,,,,,,
"Leggings of Profound Darkness",46034,"Ulduar N10",Vezax,,,,,,,
"Leggings of Swift Reflexes",45324,"Ulduar N10",Assembly,,,,,,,
"Leggings of the Insatiable",46019,"Ulduar N10",Yogg-Saron,,,,,,,
"Leggings of the Wayward Conqueror",45650,"Ulduar N10",Hodir,,,,,,,
"Leggings of the Wayward Protector",45651,"Ulduar N10",Hodir,,,,,,,
"Leggings of the Wayward Vanquisher",45652,"Ulduar N10",Hodir,,,,,,,
"Leggings of Unstable Discharge",45894,"Ulduar N10",Thorim,,,,,,,
"Legplates of Flourishing Resolve",45936,"Ulduar N10",Freya,,,,,,,
"Lifespark Visage",45289,"Ulduar N10",Leviathan,,,,,,,
"Loop of the Agile",45456,"Ulduar N10",Assembly,,,,,,,
"Magnetized Projectile Emitter",45870,"Ulduar N10",XT-002,,,,,,,
"Mantle of Fiery Vengeance",45300,"Ulduar N10",Leviathan,,,,,,,
"Mantle of the Preserver",45832,"Ulduar N10",Auriaya,,,,,,,
"Mark of the Unyielding",45696,"Ulduar N10",Kologarn,,,,,,,
"Meteorite Crystal",46051,"Ulduar N10",Algalon,,,,,,,
"Might of the Leviathan",45285,"Ulduar N10",Leviathan,,,,,,,
"Mimiron's Flight Goggles",45993,"Ulduar N10",Mimiron,,,,,,,
"Mimiron's Repeater",46339,"Ulduar N10",Trash,,,,,,,
"Mjolnir Runestone",45931,"Ulduar N10",Thorim,,,,,,,
"Nebula Band",46046,"Ulduar N10",Algalon,,,,,,,
"Nimble Climber's Belt",45709,"Ulduar N10",Auriaya,,,,,,,
"Nurturing Touch",45713,"Ulduar N10",Auriaya,,,,,,,
"Observer's Mantle",46044,"Ulduar N10",Algalon,,,,,,,
"Pattern: Belt of Arctic Life",45100,"Ulduar N10",Recipes,,,,,,,
"Pattern: Belt of Dragons",45094,"Ulduar N10",Recipes,,,,,,,
"Pattern: Blue Belt of Chaos",45096,"Ulduar N10",Recipes,,,,,,,
"Pattern: Boots of Living Scale",45095,"Ulduar N10",Recipes,,,,,,,
"Pattern: Boots of Wintry Endurance",45101,"Ulduar N10",Recipes,,,,,,,
"Pattern: Cord of the White Dawn",45104,"Ulduar N10",Recipes,,,,,,,
"Pattern: Death-warmed Belt",45098,"Ulduar N10",Recipes,,,,,,,
"Pattern: Footpads of Silence",45099,"Ulduar N10",Recipes,,,,,,,
"Pattern: Lightning Grounded Boots",45097,"Ulduar N10",Recipes,,,,,,,
"Pattern: Sash of Ancient Power",45102,"Ulduar N10",Recipes,,,,,,,
"Pattern: Savior's Slippers",45105,"Ulduar N10",Recipes,,,,,,,
"Pattern: Spellslinger's Slippers",45103,"Ulduar N10",Recipes,,,,,,,
"Pauldrons of Tempered Will",45321,"Ulduar N10",Ignis,,,,,,,
"Pendant of a Thousand Maws",46022,"Ulduar N10",Yogg-Saron,,,,,,,
"Pendant of Endless Despair",46015,"Ulduar N10",Vezax,,,,,,,
"Pendant of the Piercing Glare",45699,"Ulduar N10",Kologarn,,,,,,,
"Pendant of the Shallow Grave",45933,"Ulduar N10",Thorim,,,,,,,
"Pendant of the Somber Witness",46047,"Ulduar N10",Algalon,,,,,,,
"Perilous Bite",45448,"Ulduar N10",Assembly,,,,,,,
"Petrified Ivy Sprig",45294,"Ulduar N10",Freya,,,,,,,
"Pillar of Fortitude",46350,"Ulduar N10",Trash,,,,,,,
"Plans: Battlelord's Plate Boots",45089,"Ulduar N10",Recipes,,,,,,,
"Plans: Belt of the Titans",45088,"Ulduar N10",Recipes,,,,,,,
"Plans: Indestructible Plate Girdle",45092,"Ulduar N10",Recipes,,,,,,,
"Plans: Plate Girdle of Righteousness",45090,"Ulduar N10",Recipes,,,,,,,
"Plans: Spiked Deathdealers",45093,"Ulduar N10",Recipes,,,,,,,
"Plans: Treads of Destiny",45091,"Ulduar N10",Recipes,,,,,,,
"Plasma Foil",45685,"Ulduar N10",XT-002,,,,,,,
"Power Enhancing Loop",45675,"Ulduar N10",XT-002,,,,,,,
"Pulsar Gloves",46045,"Ulduar N10",Algalon,,,,,,,
"Pulse Baton",45972,"Ulduar N10",Mimiron,,,,,,,
"Pulsing Spellshield",45682,"Ulduar N10",XT-002,,,,,,,
"Pyrite Infuser",45286,"Ulduar N10",Leviathan,,,,,,,
"Raiments of the Corrupted",45865,"Ulduar N10",Auriaya,,,,,,,
"Razorscale Talon",45298,"Ulduar N10",Razorscale,,,,,,,
"Relentless Edge",45311,"Ulduar N10",Ignis,,,,,,,
"Reply-Code Alpha",46052,"Ulduar N10",Algalon,"10 MAN - DO NOT LIST","10 MAN - DO NOT LIST","10 MAN - DO NOT LIST",,,"2023-01-12 15:11:37","2023-01-12 15:11:37"
"Rifle of the Platinum Guard",45309,"Ulduar N10",Ignis,,,,,,,
"Royal Seal of King Llane",46021,"Ulduar N10",Yogg-Saron,,,,,,,
"Rune-Etched Nightblade",45331,"Ulduar N10",Assembly,,,,,,,
"Runed Orb",45087,"Ulduar N10",Tokens,,,,,,,
"Runetouch Wristwraps",45423,"Ulduar N10",Assembly,,,,,,,
"Sabatons of the Iron Watcher",45698,"Ulduar N10",Kologarn,,,,,,,
"Saronite Animus Cloak",46014,"Ulduar N10",Vezax,,,,,,,
"Seal of Ulduar",45871,"Ulduar N10",XT-002,,,,,,,
"Seed of Budding Carnage",45945,"Ulduar N10",Freya,,,,,,,
"Serilas, Blood Blade of Invar One-Arm",45947,"Ulduar N10",Freya,,,,,,,
Shadowbite,46011,"Ulduar N10",Vezax,,,,,,,
"Shawl of the Caretaker",45317,"Ulduar N10",Ignis,,,,,,,
"Shawl of the Shattered Giant",45704,"Ulduar N10",Kologarn,,,,,,,
"Shieldwall of the Breaker",45707,"Ulduar N10",Auriaya,,,,,,,
"Shimmering Seal",45297,"Ulduar N10",Leviathan,,,,,,,
Shiver,45876,"Ulduar N10",Hodir,,,,,,,
"Shoulderguards of Assimilation",45974,"Ulduar N10",Mimiron,,,,,,,
"Shoulderguards of the Solemn Watch",45697,"Ulduar N10",Kologarn,,,,,,,
"Shoulderplates of the Celestial Watch",46037,"Ulduar N10",Algalon,,,,,,,
"Sif's Remembrance",45929,"Ulduar N10",Thorim,,,,,,,
"Signet of Soft Lament",46096,"Ulduar N10",Yogg-Saron,,,,,,,
"Signet of Winter",45874,"Ulduar N10",Hodir,,,,,,,
"Soul-Devouring Cinch",46095,"Ulduar N10",Yogg-Saron,,,,,,,
"Spark of Hope",45703,"Ulduar N10",Kologarn,,,,,,,
"Spaulders of the Wayward Conqueror",45659,"Ulduar N10",Thorim,,,,,,,
"Spaulders of the Wayward Protector",45660,"Ulduar N10",Thorim,,,,,,,
"Spaulders of the Wayward Vanquisher",45661,"Ulduar N10",Thorim,,,,,,,
"Spire of Withering Dreams",45695,"Ulduar N10",Kologarn,,,,,,,
"Starfall Girdle",46041,"Ulduar N10",Algalon,,,,,,,
"Starlight Treads",46050,"Ulduar N10",Algalon,,,,,,,
"Static Charge Handwraps",45976,"Ulduar N10",Mimiron,,,,,,,
Stoneguard,45700,"Ulduar N10",Kologarn,,,,,,,
Stormedge,45458,"Ulduar N10",Hodir,,,,,,,
"Stormtempered Girdle",45304,"Ulduar N10",Razorscale,,,,,,,
Stormtip,45332,"Ulduar N10",Assembly,,,,,,,
"Strength of the Heavens",46040,"Ulduar N10",Algalon,,,,,,,
"Stylish Power Cape",45973,"Ulduar N10",Mimiron,,,,,,,
"Tempered Mercury Greaves",45989,"Ulduar N10",Mimiron,,,,,,,
"The Boreal Guard",45877,"Ulduar N10",Hodir,,,,,,,
"The Masticator",45449,"Ulduar N10",Assembly,,,,,,,
"Tortured Earth",46033,"Ulduar N10",Vezax,,,,,,,
"Touch of Madness",46031,"Ulduar N10",Yogg-Saron,,,,,,,
"Treacherous Shoulderpads",45677,"Ulduar N10",XT-002,,,,,,,
"Treads of the Dragon Council",46030,"Ulduar N10",Yogg-Saron,,,,,,,
"Treads of the Invader",45302,"Ulduar N10",Razorscale,,,,,,,
"Tunic of the Limber Stalker",45940,"Ulduar N10",Freya,,,,,,,
"Twirling Blades",45296,"Ulduar N10",Leviathan,,,,,,,
"Underworld Mantle",46013,"Ulduar N10",Vezax,,,,,,,
"Unraveling Reach",45934,"Ulduar N10",Freya,,,,,,,
"Vanquished Clutches of Yogg-Saron",46312,"Ulduar N10",Yogg-Saron,,,,,,,
"Vest of the Glowing Crescent",45686,"Ulduar N10",XT-002,,,,,,,
"Vestments of the Piercing Light",46012,"Ulduar N10",Vezax,,,,,,,
"Void Sabre",46036,"Ulduar N10",Vezax,,,,,,,
"Watchful Eye of Fate",45447,"Ulduar N10",Assembly,,,,,,,
"Winter's Frigid Embrace",45873,"Ulduar N10",Hodir,,,,,,,
"Zodiac Leggings",46049,"Ulduar N10",Algalon,,,,,,,
"Conqueror's Aegis Gauntlets",46155,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Aegis Gloves",46179,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Aegis Greaves",46181,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Aegis Handguards",46174,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Aegis Legguards",46176,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Aegis Legplates",46153,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Darkruned Gauntlets",46113,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Darkruned Handguards",46119,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Darkruned Legguards",46121,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Darkruned Legplates",46116,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Deathbringer Gloves",46135,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Deathbringer Leggings",46139,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Gloves of Sanctification",46188,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Handwraps of Sanctification",46163,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Kirin Tor Gauntlets",46132,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Kirin Tor Leggings",46133,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Leggings of Sanctification",46195,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Nightsong Gloves",46189,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Nightsong Handgrips",46158,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Nightsong Handguards",46183,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Nightsong Leggings",46185,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Nightsong Legguards",46160,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Nightsong Trousers",46192,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Pants of Sanctification",46170,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Scourgestalker Handguards",46142,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Scourgestalker Legguards",46144,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Siegebreaker Gauntlets",46148,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Siegebreaker Handguards",46164,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Siegebreaker Legguards",46169,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Siegebreaker Legplates",46150,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Terrorblade Gauntlets",46124,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Terrorblade Legplates",46126,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Worldbreaker Gloves",46207,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Worldbreaker Grips",46200,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Worldbreaker Handguards",46199,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Worldbreaker Kilt",46210,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Worldbreaker Legguards",46202,"Vault of Archavon N25",Emalon,,,,,,,
"Conqueror's Worldbreaker War-Kilt",46208,"Vault of Archavon N25",Emalon,,,,,,,
"Deadly Gladiator's Chain Armor",41086,"Vault of Archavon N25",Archavon,,,,,,,
"Deadly Gladiator's Chain Gauntlets",41142,"Vault of Archavon N25",Archavon,,,,,,,
"Deadly Gladiator's Chain Leggings",41204,"Vault of Archavon N25",Archavon,,,,,,,
"Deadly Gladiator's Dragonhide Gloves",41772,"Vault of Archavon N25",Archavon,,,,,,,
"Deadly Gladiator's Dragonhide Legguards",41666,"Vault of Archavon N25",Archavon,,,,,,,
"Deadly Gladiator's Dragonhide Robes",41660,"Vault of Archavon N25",Archavon,,,,,,,
"Deadly Gladiator's Dreadplate Chestpiece",40784,"Vault of Archavon N25",Archavon,,,,,,,
"Deadly Gladiator's Dreadplate Gauntlets",40806,"Vault of Archavon N25",Archavon,,,,,,,
"Deadly Gladiator's Dreadplate Legguards",40845,"Vault of Archavon N25",Archavon,,,,,,,
"Deadly Gladiator's Felweave Handguards",42016,"Vault of Archavon N25",Archavon,,,,,,,
