name,id,instance_name,source_name,guild_note,prio_note,tier,tier_label,created_at,updated_at
"Ousted Bead Necklace",40412,"Naxxramas N25",Trash,,,,,,
"Pauldrons of the Abandoned",40299,"Naxxramas N25",Thaddius,,,,,,
"Pauldrons of Unnatural Death",39704,"Naxxramas N25",Anub'Rekhan,,,,,,
"Plague Igniter",40284,"Naxxramas N25",Grobbulus,,,,,,
"Platehelm of the Great Wyrm",40366,"Naxxramas N25",Sapphiron,,,,,,
"Poignant Sabatons",40187,"Naxxramas N25",Noth,,,,,,
"Poignant Sabatons",40187,"Naxxramas N25",Gluth,,,,,,
"Punctilious Bindings",39731,"Naxxramas N25",Faerlina,,,,,,
"Punctilious Bindings",39731,"Naxxramas N25",Gluth,,,,,,
"Quivering Tunic",40061,"Naxxramas N25",Maexxna,,,,,,
"Quivering Tunic",40061,"Naxxramas N25",Gluth,,,,,,
"Rescinding Grips",39703,"Naxxramas N25",Anub'Rekhan,,,,,,
"Ring of Decaying Beauty",40375,"Naxxramas N25",Sapphiron,,,,,,
"Riveted Abomination Leggings",40294,"Naxxramas N25",Gluth,,,,,,
"Riveted Abomination Leggings",40294,"Naxxramas N25",Thaddius,,,,,,
"Robes of Mutation",40602,"Naxxramas N25",Noth,,,,,,
"Rune of Repulsion",40372,"Naxxramas N25",Sapphiron,,,,,,
Ruthlessness,40075,"Naxxramas N25",Anub'Rekhan,,,,,,
Ruthlessness,40075,"Naxxramas N25",Faerlina,,,,,,
Ruthlessness,40075,"Naxxramas N25",Noth,,,,,,
Ruthlessness,40075,"Naxxramas N25",Razuvious,,,,,,
Ruthlessness,40075,"Naxxramas N25",Patchwerk,,,,,,
"Sabatons of Endurance",40297,"Naxxramas N25",Thaddius,,,,,,
"Sabatons of Sudden Reprisal",39706,"Naxxramas N25",Anub'Rekhan,,,,,,
"Sand-Worn Band",40107,"Naxxramas N25",Anub'Rekhan,,,,,,
"Sand-Worn Band",40107,"Naxxramas N25",Faerlina,,,,,,
"Sand-Worn Band",40107,"Naxxramas N25",Noth,,,,,,
"Sand-Worn Band",40107,"Naxxramas N25",Razuvious,,,,,,
"Sand-Worn Band",40107,"Naxxramas N25",Patchwerk,,,,,,
"Sash of Solitude",40271,"Naxxramas N25",Patchwerk,,,,,,
"Sash of Solitude",40271,"Naxxramas N25",Gluth,,,,,,
"Sash of the Parlor",39721,"Naxxramas N25",Anub'Rekhan,,,,,,
"Sash of the Parlor",39721,"Naxxramas N25",Gluth,,,,,,
"Seized Beauty",40108,"Naxxramas N25",Anub'Rekhan,,,,,,
"Seized Beauty",40108,"Naxxramas N25",Faerlina,,,,,,
"Seized Beauty",40108,"Naxxramas N25",Noth,,,,,,
"Seized Beauty",40108,"Naxxramas N25",Razuvious,,,,,,
"Seized Beauty",40108,"Naxxramas N25",Patchwerk,,,,,,
"Serene Echoes",40236,"Naxxramas N25",Heigan,,,,,,
"Shackled Cinch",40341,"Naxxramas N25",Gothik,,,,,,
"Shadow of the Ghoul",40410,"Naxxramas N25",Trash,,,,,,
"Shawl of the Old Maid",40253,"Naxxramas N25",Maexxna,,,,,,
"Shawl of the Old Maid",40253,"Naxxramas N25",Heigan,,,,,,
"Shawl of the Old Maid",40253,"Naxxramas N25",Gothik,,,,,,
"Shawl of the Old Maid",40253,"Naxxramas N25",Grobbulus,,,,,,
"Shield of Assimilation",39716,"Naxxramas N25",Anub'Rekhan,,,,,,
"Shoulderguards of Opportunity",40185,"Naxxramas N25",Noth,,,,,,
"Shoulderguards of the Undaunted",40414,"Naxxramas N25",Trash,,,,,,
"Shoulderpads of Secret Arts",40315,"Naxxramas N25",Razuvious,,,,,,
"Shroud of Luminosity",40251,"Naxxramas N25",Maexxna,,,,,,
"Shroud of Luminosity",40251,"Naxxramas N25",Heigan,,,,,,
"Shroud of Luminosity",40251,"Naxxramas N25",Gothik,,,,,,
"Shroud of Luminosity",40251,"Naxxramas N25",Grobbulus,,,,,,
"Sigil of Awareness",40207,"Naxxramas N25",Heigan,,,,,,
"Signet of Manifested Pain",40399,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Silent Crusader",40407,"Naxxramas N25",Trash,,,,,,
"Sinister Revenge",40386,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Sinner's Bindings",39765,"Naxxramas N25",Maexxna,,,,,,
"Slime Stream Bands",40282,"Naxxramas N25",Grobbulus,,,,,,
"Soul of the Dead",40382,"Naxxramas N25",Sapphiron,,,,,,
"Spaulders of Egotism",40305,"Naxxramas N25",Razuvious,,,,,,
"Spaulders of Incoherence",40288,"Naxxramas N25",Grobbulus,,,,,,
"Spaulders of Incoherence",40288,"Naxxramas N25",Gluth,,,,,,
"Spaulders of the Monstrosity",39230,"Naxxramas N25",Maexxna,,,,,,
"Spinning Fate",40190,"Naxxramas N25",Noth,,,,,,
"Spire of Sunset",40300,"Naxxramas N25",Thaddius,,,,,,
"Split Greathammer",40264,"Naxxramas N25",Patchwerk,,,,,,
"Split Greathammer",40264,"Naxxramas N25",Gluth,,,,,,
"Stalk-Skin Belt",40205,"Naxxramas N25",Heigan,,,,,,
"Strong-Handed Ring",40074,"Naxxramas N25",Anub'Rekhan,,,,,,
"Strong-Handed Ring",40074,"Naxxramas N25",Faerlina,,,,,,
"Strong-Handed Ring",40074,"Naxxramas N25",Noth,,,,,,
"Strong-Handed Ring",40074,"Naxxramas N25",Razuvious,,,,,,
"Strong-Handed Ring",40074,"Naxxramas N25",Patchwerk,,,,,,
"Surplus Limb",40273,"Naxxramas N25",Patchwerk,,,,,,
"Swarm Bindings",39722,"Naxxramas N25",Anub'Rekhan,,,,,,
"Sympathetic Amice",40289,"Naxxramas N25",Grobbulus,,,,,,
Sympathy,40381,"Naxxramas N25",Sapphiron,,,,,,
"The Hand of Nerub",40239,"Naxxramas N25",Loatheb,,,,,,
"The Impossible Dream",40244,"Naxxramas N25",Loatheb,,,,,,
"The Jawbone",39758,"Naxxramas N25",Maexxna,,,,,,
"The Jawbone",39758,"Naxxramas N25",Gluth,,,,,,
"The Turning Tide",40396,"Naxxramas N25","Kel'Thuzad ",,,,,,
"The Undeath Carrier",40233,"Naxxramas N25",Heigan,,,,,,
"The Undeath Carrier",40233,"Naxxramas N25",Gluth,,,,,,
"Thrusting Bands",40186,"Naxxramas N25",Noth,,,,,,
"Thunderstorm Amulet",40064,"Naxxramas N25",Anub'Rekhan,,,,,,
"Thunderstorm Amulet",40064,"Naxxramas N25",Faerlina,,,,,,
"Thunderstorm Amulet",40064,"Naxxramas N25",Noth,,,,,,
"Thunderstorm Amulet",40064,"Naxxramas N25",Razuvious,,,,,,
"Thunderstorm Amulet",40064,"Naxxramas N25",Patchwerk,,,,,,
"Torch of Holy Fire",40395,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Torn Web Wrapping",39762,"Naxxramas N25",Maexxna,,,,,,
"Torn Web Wrapping",39762,"Naxxramas N25",Gluth,,,,,,
"Totem of Dueling",40322,"Naxxramas N25",Razuvious,,,,,,
"Totem of Hex",40267,"Naxxramas N25",Patchwerk,,,,,,
"Totem of Misery",39728,"Naxxramas N25",Faerlina,,,,,,
"Touch of Horror",40335,"Naxxramas N25",Gothik,,,,,,
"Touch of Horror",40335,"Naxxramas N25",Gluth,,,,,,
"Tunic of Indulgence",40277,"Naxxramas N25",Grobbulus,,,,,,
"Tunic of Masked Suffering",40193,"Naxxramas N25",Noth,,,,,,
"Tunic of Prejudice",39756,"Naxxramas N25",Faerlina,,,,,,
"Twilight Mist",40281,"Naxxramas N25",Grobbulus,,,,,,
"Undiminished Battleplate",39767,"Naxxramas N25",Maexxna,,,,,,
"Urn of Lost Memories",40350,"Naxxramas N25",Horsemen,,,,,,
"Urn of Lost Memories",40350,"Naxxramas N25",Gluth,,,,,,
"Vest of Vitality",40249,"Naxxramas N25",Loatheb,,,,,,
"Vest of Vitality",40249,"Naxxramas N25",Gluth,,,,,,
"Voice of Reason",40401,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Waistguard of Divine Grace",40259,"Naxxramas N25",Patchwerk,,,,,,
"Wall of Terror",40400,"Naxxramas N25","Kel'Thuzad ",,,,,,
"Webbed Death",39714,"Naxxramas N25",Anub'Rekhan,,,,,,
"Widow's Fury",39730,"Naxxramas N25",Faerlina,,,,,,
"Wraith Strike",39763,"Naxxramas N25",Maexxna,,,,,,
"Wraps of the Persecuted",40303,"Naxxramas N25",Thaddius,,,,,,
"Zeliek's Gauntlets",40347,"Naxxramas N25",Horsemen,,,,,,
